book_id,Name,Description
1963,Walking The Walk (W/Dvd): Getting Fit With Faith,"Leslie Sansone Teaches Readers How To Use Their Christian Faith To Inspire Fitness, And Fitness To Strengthen Faith.In Response To Innumerable Requests
From Her Fans, Leslie Sansone Provides
A Long-Awaited Faith-Based
Exercise Program That Shows Readers
How To Break Free Of Bad Mental
And Physical Habits And Create A
Life Of Health And Fulfillment. This
Easy-To-Follow 30-Day Program Encourages
Readers To Walk Every Day
To Build Stamina And Burn Calories
With Daily Reflections On Scriptural
Quotes That Reaffirm A Spiritual
Commitment To Physical Health, Fit Facts On Weight Loss
And Nutrition, And Testimonies From Some Of The Millions
Of Women Who Have Successfully Walked Off The Pounds
With Leslie. Presented In An Appealing And Approachable
Style, Walking The Walk Is A Tool Readers Will
Truly Use. "
1186,,
433,,
2276,God Made All Of Me: A Book To Help Children Protect Their Bodies,"It'S Easy To Convey The Message To Children That Their Bodies Or Particular Parts Of Their Bodies Are Shameful. This Misconception Fuels Confusion, Embarrassment, And Secrecy, And Often Prevents Children From Recognizing Or Reporting Sexual Abuse.

God Made All Of Me Is A Simply-Told, Beautifully-Illustrated Story To Help Families Talk About These Sensitive Issues With Two- To Eight-Year-Old Children. Because The Private Parts Of Our Bodies Are Private, The Home Is The Ideal Environment Where A Child Should Learn About His Or Her Body And How It Should Be Treated By Others."
,,
,,
2441,Beyond Courage: The Untold Story Of Jewish Resistance During The Holocaust,"Under The Noses Of The Military, Georges Loinger Smuggles Thousands Of Children Out Of Occupied France Into Switzerland. In Belgium, Three Resisters Ambush A Train, Allowing Scores Of Jews To Flee From The Cattle Cars. In Poland, Four Brothers Lead More Than 1,200 Ghetto Refugees Into The Forest To Build A Guerilla Force And Self-Sufficient Village. And Twelve-Year-Old Motele Shlayan Entertains German Officers With His Violin Moments Before Setting Off A Bomb. Through Twenty-One Meticulously Researched Accounts — Some Chronicled In Book Form For The First Time — Doreen Rappaport Illuminates The Defiance Of Tens Of Thousands Of Jews Across Eleven Nazi-Occupied Countries During World War Ii. In Answer To The Genocidal Madness That Was Hitler’S Holocaust, The Only Response They Could Abide Was Resistance, And Their Greatest Weapons Were Courage, Ingenuity, The Will To Survive, And The Resolve To Save Others Or To Die Trying. "
3549,The Scientist As Rebel (New York Review Books),"From Galileo To Today’S Amateur Astronomers, Scientists Have Been Rebels, Writes Freeman Dyson. Like Artists And Poets, They Are Free Spirits Who Resist The Restrictions Their Cultures Impose On Them. In Their Pursuit Of Nature’S Truths, They Are Guided As Much By Imagination As By Reason, And Their Greatest Theories Have The Uniqueness And Beauty Of Great Works Of Art.Dyson Argues That The Best Way To Understand Science Is By Understanding Those Who Practice It. He Tells Stories Of Scientists At Work, Ranging From Isaac Newton’S Absorption In Physics, Alchemy, Theology, And Politics, To Ernest Rutherford’S Discovery Of The Structure Of The Atom, To Albert Einstein’S Stubborn Hostility To The Idea Of Black Holes. His Descriptions Of Brilliant Physicists Like Edward Teller And Richard Feynman Are Enlivened By His Own Reminiscences Of Them. He Looks With A Skeptical Eye At Fashionable Scientific Fads And Fantasies, And Speculates On The Future Of Climate Prediction, Genetic Engineering, The Colonization Of Space, And The Possibility That Paranormal Phenomena May Exist Yet Not Be Scientifically Verifiable. Dyson Also Looks Beyond Particular Scientific Questions To Reflect On Broader Philosophical Issues, Such As The Limits Of Reductionism, The Morality Of Strategic Bombing And Nuclear Weapons, The Preservation Of The Environment, And The Relationship Between Science And Religion. These Essays, By A Distinguished Physicist Who Is Also A Prolific Writer, Offer Informed Insights Into The History Of Science And Fresh Perspectives On Contentious Current Debates About Science, Ethics, And Faith."
2307,The Life And Love Of Dogs,"Once You Have Had A Wonderful Dog, A Life Without One Is A Life Diminished. Dogs Live With Us In A Way That No Other Creature Does. Their Contribution To Our History Has Enabled Us To Be Where We Are Today. It’S A Connection That Can Even Have Depths Beyond Those We Have With Our Own Species.
For All Dog Lovers, The Life And Love Of Dogs Offers Hundreds Of Incredible Images By Acclaimed Photogra­Phers From Around The World. A Textual Exploration Of Our Unique Relationship With Dogs—Including A Surprising Analysis Of The Qualities That Make A Dog Attractive In Our Eyes, A Detailed Look At How The Breeds We See Today Are A Product Of Our Own Needs And Desires, And More—It Sheds Original Light On This Great Love Affair."
690,Fish Tales: Stories & Recipes From Sustainable Fisheries Around The World,"From The Wild Salmon Caught In The Yukon River In Alaska, To Clams Harvested From The Mekong Delta In Vietnam, This Book Tells The Stories Of Sustainable Fisheries. Each Of The 9 Chapters Focuses On One Fish And Fishery, Accompanied By Delicious Recipes By Tom Kime. Including A Foreword By The Msc On The Future Of Our Oceans And Its Work Around The Globe, Fish Tales Shows The Importance Of Sustainable Methods So Fish Remain A Vital Ingredient That We Can All Enjoy For Years To Come."
3329,Health: The Basics (11Th Edition),"This Edition Of Donatelle’S Text Provides Students With The Tools They Need To Make Healthy, Lifelong Behavior Changes And Become Savvy Consumers Of Health Information. This Current And User-Friendly Text Holds Students’ Interest By Covering Health Topics Of Primary Concern To Them. Promoting Healthy Behavior Change; Psychosocial Health: Being Mentally, Emotionally, Socially, And Spiritually Well; Managing Stress: Coping With Life'S Challenges; Violence And Abuse: Creating Healthy Environments; Healthy Relationships And Sexuality: Making Commitments; Birth Control, Pregnancy, And Childbirth: Managing Your Fertility; Licit And Illicit Drugs: Use, Misuse, And Abuse; Alcohol, Tobacco, And Caffeine: Daily Pleasure, Daily Challenges; Nutrition: Eating For Optimum Health; Managing Your Weight: Finding A Healthy Balance; Personal Fitness: Improving Health Through Exercise; Cardiovascular Disease: Reducing Your Risk; Cancer: Reducing Your Risk; Infectious And Noninfectious Conditions: Risks And Responsibilities; Life'S Transitions: The Aging Process; Environmental Health: Thinking Globally, Acting Locally; Consumerism: Selecting Health Care Products And Services; Complementary And Alternative Medicine: New Choices And Responsibilities For Healthwise Consumers For All Readers Interested In Making Healthy,Lifelong Behavior Changes."
1545,Unprocessed: How To Achieve Vibrant Health And Your Ideal Weight.,"Chef Aj Has A Unique Ability To Create Healthy Foods That Taste Great. Whether You Want To Lower Your Cholesterol, Prevent Or Reverse Many Common Lifestyle Diseases, Lose Weight Or Just Look And Feel Great, Chef Aj Can Show You How To Incorporate More Fresh Fruits And Vegetables In Your Diet In Ways That Are Easy, Delicious And Fun."
